"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Mercedes-Benz","EQS","Silver","118749","8000km","8/2022","Automatic","245 kW (333 hp)",NA,"Electric","17.5 kWh/100km","4x2","Germany","https://carvago.com/car/52254578/mercedes-benz-eqs-245-kw",2022-10-17
"Audi","RS4","Grey","89049","36386km","3/2020","Automatic","331 kW (450 hp)","2894cc","Petrol","9.2 l/100km","4x4","Germany","https://carvago.com/car/51631525/audi-rs4-avant-quattro-331-kw",2022-10-17
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-10-17
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-10-17
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-10-17
"Opel","Corsa","Black interior","13899","22889km","4/2019","Manual","51 kW (69 hp)","12000cc","Petrol","5.6 l/100km","4x2","Germany","https://carvago.com/car/52043644/opel-corsa-120-jahre-51-kw",2022-10-17
"Ford","Fusion","Black","5299","85000km","10/2009","Manual","59 kW (80 hp)","1388cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/50023756/ford-fusion-1-4-style-59-kw",2022-10-17
"Mercedes-Benz","E 350","Black","11899","163000km","1/2009","Automatic","200 kW (272 hp)","3498cc","Petrol","11 l/100km","4x4","Germany","https://carvago.com/car/50053155/mercedes-benz-e-350-t-4matic-200-kw",2022-10-17
"Toyota","Land Cruiser","Brown interior","56949","20km","3/2022","Manual","200 kW (272 hp)","4000cc","Petrol","14 l/100km","4x4","Germany","https://carvago.com/car/51771135/toyota-land-cruiser-4-0-v6-200-kw",2022-10-17
"Dodge","RAM","Black","36049","14100km","1/2019","Automatic","295 kW (401 hp)","5654cc","Petrol","4x2",NA,"Poland","https://carvago.com/car/51053584/dodge-ram-quad-cab-295-kw",2022-10-17
"Dodge","RAM","Black","66999","308km","2/2022","Automatic","295 kW (401 hp)","5654cc","LPG","4x4",NA,"Netherlands","https://carvago.com/car/52172049/dodge-ram-295-kw",2022-10-17
"Fiat","Grande Punto","Blue","2699","146000km","5/2009","Manual","48 kW (65 hp)","1242cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/51252657/fiat-grande-punto-1-2-8v-active-48-kw",2022-10-17
"Audi","S3","Yellow","36199","14470km","3/2021","Automatic","228 kW (310 hp)","1984cc","Petrol","7.4 l/100km","4x4","Germany","https://carvago.com/car/49934907/audi-s3-2-0-tfsi-quattro-228-kw",2022-10-17
"Opel","Insignia","Black","8899","135000km","4/2009","Manual","221 kW (300 hp)","1998cc","Petrol","9.3 l/100km","4x4","Germany","https://carvago.com/car/52016743/opel-insignia-221-kw",2022-10-17
"Dodge","Charger","Green","47099","17000km","6/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51150520/dodge-charger-362-kw",2022-10-17
"Chevrolet","Matiz","Other interior color","3099","56157km","8/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/52073956/chevrolet-matiz-0-8-s-38-kw",2022-10-17
"Citroen","C3","Blue","8299","38500km","3/2017","Manual","50 kW (68 hp)","999cc","Petrol","4.4 l/100km","4x2","Austria","https://carvago.com/car/52255173/citroen-c3-68-50-kw",2022-10-17
"DS Automobiles","DS9","Black","50649","6861km","7/2021","Automatic","165 kW (224 hp)","1598cc","Hybrid","1.5 l/100km","4x2","Spain","https://carvago.com/car/51869673/ds-automobiles-ds9-1-6-e-tense-eat8-165-kw",2022-10-17
"Seat","Tarraco","Grey","25199","65400km","5/2021","Automatic","110 kW (150 hp)","1968cc","Diesel","4.6 l/100km","4x2","Italy","https://carvago.com/car/52256431/seat-tarraco-2-0-tdi-scr-style-110-kw",2022-10-17
"Skoda","Fabia","Orange","3899","109000km","9/2009","Manual","44 kW (60 hp)","1198cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/50102686/skoda-fabia-1-2-htp-classic-44-kw",2022-10-17
"Dodge","RAM","Black","51249","16433km","6/2021","Automatic","296 kW (402 hp)","5654cc","LPG","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/52038662/dodge-ram-296-kw",2022-10-17
"Dodge","Charger","Green","41899","31200km","8/2019","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/52080993/dodge-charger-362-kw",2022-10-17
"Opel","Antara","Black","7099","123500km","6/2015","Manual","120 kW (163 hp)","2231cc","Diesel","6.3 l/100km","4x2","Germany","https://carvago.com/car/52201727/opel-antara-2-2-cdti-ecoflex-selection-120-kw",2022-10-17
"Dodge","Charger","Black","33599","45323km","7/2019","Automatic","276 kW (375 hp)","5654cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/52016239/dodge-charger-276-kw",2022-10-17
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-10-17
"Audi","A6","Blue","51999","27117km","2/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","5.6 l/100km","4x4","Germany","https://carvago.com/car/51136453/audi-a6-50-tdi-quattro-sport-210-kw",2022-10-17
"Dodge","Charger","Grey","42549","1100km","12/2020","Automatic","280 kW (381 hp)","5700cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51968145/dodge-charger-280-kw",2022-10-17
"DFSK","Seres 3","Red","33599","4500km","4/2022","Manual","120 kW (163 hp)",NA,"Electric","18 kWh/100km","4x2","Germany","https://carvago.com/car/50746335/dfsk-seres-120-kw",2022-10-17
"Dodge","RAM","Black","52349","50000km","1/2021","Automatic","296 kW (402 hp)","5654cc","LPG","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/51550906/dodge-ram-296-kw",2022-10-17
"Dodge","Charger","Grey","41899","26800km","8/2019","Automatic","362 kW (492 hp)","6424cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/52248449/dodge-charger-362-kw",2022-10-17
"BMW","X6 M","Black","21199","100180km","11/2010","Automatic","408 kW (555 hp)","4395cc","Petrol","13.9 l/100km","4x4","Austria","https://carvago.com/car/52262449/bmw-x6-m-408-kw",2022-10-17
"Mercedes-Benz","E 63 AMG","Brown","52299","35000km","5/2015","Automatic","430 kW (585 hp)","5461cc","Petrol","10.5 l/100km","4x4","Germany","https://carvago.com/car/34668213/mercedes-benz-e-63-amg-e-t-s-4matic-mct-430-kw",2022-10-17
"Dacia","Spring","Grey","17749","2000km","8/2021","Automatic","33 kW (45 hp)",NA,"Electric","16 kWh/100km","4x2","Germany","https://carvago.com/car/52266486/dacia-spring-33-kw",2022-10-17
"Renault","Talisman","Grey","19299","51617km","5/2019","Automatic","147 kW (200 hp)","1997cc","Diesel","4.9 l/100km","4x2","Germany","https://carvago.com/car/52075048/renault-talisman-dci-200-edc-initiale-paris-147-kw",2022-10-17
"Peugeot","308","Blue","4549","86210km","1/2010","Manual","110 kW (150 hp)","1598cc","Petrol","7.5 l/100km","4x2","Germany","https://carvago.com/car/51603850/peugeot-308-sw-150-thp-110-kw",2022-10-17
"Hyundai","i20","White","6749","166770km","1/2019","Manual","62 kW (84 hp)","1248cc","Petrol","5 l/100km","4x2","Poland","https://carvago.com/car/52051034/hyundai-i20-1-2-62-kw",2022-10-17
"Dodge","Charger","Black","43949","34000km","9/2020","Automatic","362 kW (492 hp)","6424cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51999464/dodge-charger-362-kw",2022-10-17
"Opel","Insignia","Grey","4399","141974km","3/2010","Automatic","118 kW (160 hp)","1956cc","Diesel","6.9 l/100km","4x2","Germany","https://carvago.com/car/52040986/opel-insignia-2-0-cdti-sports-tourer-automatic-cosmo-118-kw",2022-10-17
"Land Rover","Discovery Sport","Black","26249","92650km","2/2019","Manual","132 kW (179 hp)","1999cc","Diesel","6.4 l/100km","4x4","Germany","https://carvago.com/car/51837315/land-rover-discovery-sport-td4-se-132-kw",2022-10-17
"Audi","A4","Black","36949","15000km","3/2022","Automatic","150 kW (204 hp)","1968cc","Diesel","4 l/100km","4x4","Sweden","https://carvago.com/car/51973696/audi-a4-150-kw",2022-10-17
"Mitsubishi","Outlander","Grey","9799","123000km","1/2012","Manual","130 kW (177 hp)","2268cc","Diesel","6.3 l/100km","4x4","Germany","https://carvago.com/car/50386175/mitsubishi-outlander-2-2-4wd-motion-130-kw",2022-10-17
"Skoda","Kodiaq","Grey","23199","90452km","1/2017","Automatic","140 kW (190 hp)","1968cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/51473171/skoda-kodiaq-2-0-tdi-4x4-dsg-140-kw",2022-10-17
"BMW","320 Gran Turismo","Black","23449","94987km","1/2020","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Slovakia","https://carvago.com/car/52230549/bmw-320-gran-turismo-d-xdrive-140-kw",2022-10-17
"Opel","Movano","White","16849","61071km","10/2019","Manual","96 kW (131 hp)","2298cc","Diesel","4x2",NA,"Italy","https://carvago.com/car/51973131/opel-movano-96-kw",2022-10-17
"RAM","1500","Grey","36199","75400km","5/2016","Automatic","295 kW (401 hp)","5654cc","Petrol","12.8 l/100km","4x4","Germany","https://carvago.com/car/52235914/ram-1500-5-7-hemi-v8-4x4-295-kw",2022-10-17
"DFSK","Seres 3","Blue","32049","40km","9/2022","Automatic","120 kW (163 hp)",NA,"Electric","19.7 kWh/100km","4x2","Germany","https://carvago.com/car/52017464/dfsk-seres-120-kw",2022-10-17
"BMW","730","Black","53199","45120km","2/2019","Automatic","195 kW (265 hp)","2993cc","Diesel","6 l/100km","4x2","Germany","https://carvago.com/car/52092050/bmw-730-d-195-kw",2022-10-17
